"","Participant","MoveNum","Condition","Item","Row","cleanedReachOut","Task"
"1",101,1,"Observed",14,4,NA,"Image"
"2",101,2,"Observed",4,1,NA,"Image"
"3",101,3,"Observed",5,2,NA,"Image"
"4",101,4,"Observed",4,1,559.52441,"Image"
"5",101,5,"Observed",1,1,509.494209,"Image"
"6",101,6,"Observed",21,6,710.738912,"Image"
"7",101,7,"Observed",14,4,1110.465316,"Image"
"8",101,8,"Observed",24,6,677.542154,"Image"
"9",101,9,"Observed",5,2,1076.378387,"Image"
"10",101,10,"Observed",20,5,660.69068,"Image"
"11",101,11,"Observed",4,1,543.078288,"Image"
"12",101,12,"Observed",16,4,793.847003,"Image"
"13",101,13,"Observed",21,6,727.620102,"Image"
"14",101,14,"Observed",4,1,1176.264161,"Image"
"15",101,15,"Observed",24,6,844.436483,"Image"
"16",101,16,"Observed",20,5,760.696991,"Image"
"17",101,17,"Observed",4,1,509.771677,"Image"
"18",101,18,"Observed",1,1,609.494843,"Image"
"19",101,19,"Observed",12,3,1060.186362,"Image"
"20",101,20,"Observed",2,1,509.736284,"Image"
"21",101,21,"Observed",10,3,826.745257,"Image"
"22",101,22,"Observed",9,3,659.937408,"Image"
"23",101,23,"Observed",11,3,1010.083371,"Image"
"24",101,24,"Observed",24,6,894.402242,"Image"
"25",101,25,"Observed",11,3,593.573608,"Image"
"26",101,26,"Observed",22,6,NA,"Image"
"27",101,27,"Observed",14,4,676.861671,"Image"
"28",101,28,"Observed",23,6,844.326964,"Image"
"29",101,29,"Observed",13,4,593.764264,"Image"
"30",101,30,"Observed",9,3,610.087511,"Image"
"31",101,31,"Observed",23,6,844.275544,"Image"
"32",101,32,"Observed",5,2,859.782078,"Image"
"33",101,33,"Observed",17,5,1010.613934,"Image"
"34",101,34,"Observed",10,3,926.652734,"Image"
"35",101,35,"Observed",18,5,1077.293266,"Image"
"36",101,36,"Observed",19,5,927.130875,"Image"
"37",101,37,"Observed",17,5,577.31113,"Image"
"38",101,38,"Observed",3,1,526.453865,"Image"
"39",101,39,"Observed",22,6,777.623257,"Image"
"40",101,40,"Observed",8,2,710.036725,"Image"
"41",101,41,"Observed",13,4,610.490192,"Image"
"42",101,42,"Observed",5,2,509.875186,"Image"
"43",101,43,"Observed",15,4,NA,"Image"
"44",101,44,"Observed",18,5,760.604501,"Image"
"45",101,45,"Observed",15,4,644.11701,"Image"
"46",101,46,"Observed",2,1,509.629437,"Image"
"47",101,47,"Observed",5,2,526.511963,"Image"
"48",101,48,"Observed",6,2,709.79465,"Image"
"49",101,49,"Observed",14,4,827.147938,"Image"
"50",101,50,"Observed",10,3,676.722101,"Image"
"51",101,51,"Observed",6,2,559.742445,"Image"
"52",101,52,"Observed",14,4,610.502546,"Image"
"53",102,1,"Observed",1,1,NA,"Image"
"54",102,2,"Observed",2,1,508.470117,"Image"
"55",102,3,"Observed",3,1,509.689172,"Image"
"56",102,4,"Observed",4,1,526.583996,"Image"
"57",102,5,"Observed",5,2,509.877156,"Image"
"58",102,6,"Observed",6,2,509.960296,"Image"
"59",102,7,"Observed",4,1,526.323223,"Image"
"60",102,8,"Observed",2,1,509.876488,"Image"
"61",102,9,"Observed",3,1,526.46947,"Image"
"62",102,10,"Observed",6,2,526.657453,"Image"
"63",102,11,"Observed",7,2,510.02741,"Image"
"64",102,12,"Observed",8,2,976.737772,"Image"
"65",102,13,"Observed",9,3,510.151953,"Image"
"66",102,14,"Observed",10,3,526.587001,"Image"
"67",102,15,"Observed",11,3,510.294193,"Image"
"68",102,16,"Observed",12,3,NA,"Image"
"69",102,17,"Observed",5,2,509.944603,"Image"
"70",102,18,"Observed",13,4,960.281021,"Image"
"71",102,19,"Observed",14,4,527.123573,"Image"
"72",102,20,"Observed",9,3,626.638054,"Image"
"73",102,21,"Observed",15,4,527.014055,"Image"
"74",102,22,"Observed",2,1,509.62039,"Image"
"75",102,23,"Observed",16,4,2677.026693,"Image"
"76",102,24,"Observed",13,4,627.039064,"Image"
"77",102,25,"Observed",17,5,510.48251,"Image"
"78",102,26,"Observed",7,2,NA,"Image"
"79",102,27,"Observed",18,5,544.089516,"Image"
"80",102,28,"Observed",19,5,527.4755,"Image"
"81",102,29,"Observed",7,2,926.462324,"Image"
"82",102,30,"Observed",20,5,727.664418,"Image"
"83",102,31,"Observed",18,5,527.348285,"Image"
"84",102,32,"Observed",21,6,544.305881,"Image"
"85",102,33,"Observed",11,3,527.015056,"Image"
"86",102,34,"Observed",22,6,627.406016,"Image"
"87",102,35,"Observed",1,1,NA,"Image"
"88",102,36,"Observed",10,3,510.172654,"Image"
"89",102,37,"Observed",23,6,644.320205,"Image"
"90",102,38,"Observed",11,3,510.109548,"Image"
"91",102,39,"Observed",23,6,594.458789,"Image"
"92",102,40,"Observed",24,6,861.045343,"Image"
"93",102,41,"Observed",10,3,510.137595,"Image"
"94",102,42,"Observed",4,1,509.829409,"Image"
"95",102,43,"Observed",22,6,NA,"Image"
"96",102,44,"Observed",8,2,510.181002,"Image"
"97",102,45,"Observed",21,6,510.83043,"Image"
"98",102,46,"Observed",1,1,509.526565,"Image"
"99",104,1,"Observed",12,3,NA,"Image"
"100",104,2,"Observed",7,2,592.214697,"Image"
"101",104,3,"Observed",16,4,527.274403,"Image"
"102",104,4,"Observed",20,5,2010.736737,"Image"
"103",104,5,"Observed",2,1,742.845542,"Image"
"104",104,6,"Observed",9,3,NA,"Image"
"105",104,7,"Observed",11,3,510.329217,"Image"
"106",104,8,"Observed",9,3,1026.697265,"Image"
"107",104,9,"Observed",8,2,1726.575493,"Image"
"108",104,10,"Observed",4,1,509.712847,"Image"
"109",104,11,"Observed",20,5,644.213211,"Image"
"110",104,12,"Observed",17,5,960.668472,"Image"
"111",104,13,"Observed",21,6,1427.539215,"Image"
"112",104,14,"Observed",17,5,810.517768,"Image"
"113",104,15,"Observed",23,6,1160.86774,"Image"
"114",104,16,"Observed",4,1,NA,"Image"
"115",104,17,"Observed",8,2,526.762541,"Image"
"116",104,18,"Observed",22,6,911.043286,"Image"
"117",104,19,"Observed",8,2,510.03372,"Image"
"118",104,20,"Observed",23,6,777.541603,"Image"
"119",104,21,"Observed",7,2,1093.260624,"Image"
"120",104,22,"Observed",6,2,2309.738957,"Image"
"121",104,23,"Observed",6,2,526.693759,"Image"
"122",104,24,"Observed",20,5,760.79642,"Image"
"123",104,25,"Observed",13,4,NA,"Image"
"124",104,26,"Observed",22,6,NA,"Image"
"125",104,27,"Observed",13,4,510.389319,"Image"
"126",104,28,"Observed",4,1,510.062769,"Image"
"127",104,29,"Observed",2,1,1126.278527,"Image"
"128",104,30,"Observed",3,1,626.262667,"Image"
"129",104,31,"Observed",16,4,560.534045,"Image"
"130",104,32,"Observed",19,5,1610.665083,"Image"
"131",104,33,"Observed",19,5,510.752931,"Image"
"132",104,34,"Observed",22,6,510.931898,"Image"
"133",104,35,"Observed",24,6,1061.066108,"Image"
"134",104,36,"Observed",7,2,1509.830378,"Image"
"135",104,37,"Observed",10,3,943.415435,"Image"
"136",104,38,"Observed",2,1,509.811346,"Image"
"137",104,39,"Observed",5,2,509.833383,"Image"
"138",104,40,"Observed",12,3,510.350253,"Image"
"139",104,41,"Observed",1,1,526.258026,"Image"
"140",104,42,"Observed",3,1,526.379897,"Image"
"141",104,43,"Observed",15,4,577.045167,"Image"
"142",104,44,"Observed",14,4,693.58664,"Image"
"143",104,45,"Observed",18,5,793.94354,"Image"
"144",104,46,"Observed",12,3,510.215693,"Image"
"145",104,47,"Observed",16,4,527.163216,"Image"
"146",106,1,"Observed",1,1,NA,"Image"
"147",106,2,"Observed",2,1,508.358957,"Image"
"148",106,3,"Observed",3,1,509.579686,"Image"
"149",106,4,"Observed",4,1,526.639178,"Image"
"150",106,5,"Observed",5,2,542.755075,"Image"
"151",106,6,"Observed",6,2,526.36438,"Image"
"152",106,7,"Observed",7,2,526.399773,"Image"
"153",106,8,"Observed",5,2,526.178066,"Image"
"154",106,9,"Observed",8,2,509.933284,"Image"
"155",106,10,"Observed",9,3,626.485218,"Image"
"156",106,11,"Observed",10,3,NA,"Image"
"157",106,12,"Observed",11,3,529.262277,"Image"
"158",106,13,"Observed",4,1,526.090584,"Image"
"159",106,14,"Observed",12,3,510.13596,"Image"
"160",106,15,"Observed",13,4,509.997726,"Image"
"161",106,16,"Observed",2,1,692.782906,"Image"
"162",106,17,"Observed",14,4,560.206896,"Image"
"163",106,18,"Observed",2,1,526.113623,"Image"
"164",106,19,"Observed",15,4,526.848198,"Image"
"165",106,20,"Observed",16,4,510.330288,"Image"
"166",106,21,"Observed",8,2,526.538675,"Image"
"167",106,22,"Observed",17,5,710.473463,"Image"
"168",106,23,"Observed",3,1,509.452472,"Image"
"169",106,24,"Observed",18,5,810.481443,"Image"
"170",106,25,"Observed",4,1,526.236164,"Image"
"171",106,26,"Observed",19,5,593.845067,"Image"
"172",106,27,"Observed",9,3,509.969345,"Image"
"173",106,28,"Observed",20,5,510.587055,"Image"
"174",106,29,"Observed",6,2,509.800393,"Image"
"175",106,30,"Observed",20,5,560.723102,"Image"
"176",106,31,"Observed",21,6,577.532504,"Image"
"177",106,32,"Observed",4,1,NA,"Image"
"178",106,33,"Observed",9,3,526.541346,"Image"
"179",106,34,"Observed",21,6,1060.671849,"Image"
"180",106,35,"Observed",22,6,594.144239,"Image"
"181",106,36,"Observed",17,5,NA,"Image"
"182",106,37,"Observed",23,6,1160.860467,"Image"
"183",106,38,"Observed",16,4,510.451827,"Image"
"184",106,39,"Observed",24,6,694.136526,"Image"
"185",106,40,"Observed",4,1,509.598719,"Image"
"186",106,41,"Observed",16,4,NA,"Image"
"187",106,42,"Observed",12,3,510.183039,"Image"
"188",106,43,"Observed",19,5,527.140692,"Image"
"189",106,44,"Observed",11,3,576.645005,"Image"
"190",106,45,"Observed",13,4,510.194392,"Image"
"191",106,46,"Observed",1,1,675.931766,"Image"
"192",106,47,"Observed",12,3,510.269185,"Image"
"193",106,48,"Observed",11,3,526.888933,"Image"
"194",106,49,"Observed",8,2,526.625488,"Image"
"195",106,50,"Observed",11,3,526.835844,"Image"
"196",106,51,"Observed",12,3,510.165677,"Image"
"197",106,52,"Observed",18,5,527.084931,"Image"
"198",106,53,"Observed",3,1,509.611407,"Image"
"199",106,54,"Observed",23,6,644.019178,"Image"
"200",106,55,"Observed",22,6,510.651497,"Image"
"201",106,56,"Observed",3,1,526.284245,"Image"
"202",106,57,"Observed",17,5,544.113704,"Image"
"203",106,58,"Observed",12,3,510.08287,"Image"
"204",106,59,"Observed",13,4,510.227114,"Image"
"205",106,60,"Observed",23,6,927.456426,"Image"
"206",106,61,"Observed",1,1,526.232825,"Image"
"207",106,62,"Observed",16,4,510.345313,"Image"
"208",106,63,"Observed",10,3,509.995055,"Image"
"209",106,64,"Observed",18,5,560.502729,"Image"
"210",106,65,"Observed",18,5,510.436134,"Image"
"211",106,66,"Observed",23,6,510.875877,"Image"
"212",106,67,"Observed",13,4,526.990104,"Image"
"213",106,68,"Observed",18,5,510.633467,"Image"
"214",106,69,"Observed",15,4,510.310922,"Image"
"215",106,70,"Observed",23,6,544.202187,"Image"
"216",106,71,"Observed",10,3,510.031116,"Image"
"217",108,1,"Observed",3,1,NA,"Image"
"218",108,2,"Observed",4,1,726.396191,"Image"
"219",108,3,"Observed",7,2,543.899717,"Image"
"220",108,4,"Observed",8,2,560.585799,"Image"
"221",108,5,"Observed",2,1,611.054405,"Image"
"222",108,6,"Observed",1,1,961.022735,"Image"
"223",108,7,"Observed",6,2,660.627503,"Image"
"224",108,8,"Observed",5,2,1044.059485,"Image"
"225",108,9,"Observed",10,3,510.467116,"Image"
"226",108,10,"Observed",11,3,976.810973,"Image"
"227",108,11,"Observed",12,3,510.437733,"Image"
"228",108,12,"Observed",9,3,777.092179,"Image"
"229",108,13,"Observed",9,3,693.737226,"Image"
"230",108,14,"Observed",6,2,544.23862,"Image"
"231",108,15,"Observed",13,4,NA,"Image"
"232",108,16,"Observed",7,2,NA,"Image"
"233",108,17,"Observed",3,1,510.823382,"Image"
"234",108,18,"Observed",15,4,1127.114934,"Image"
"235",108,19,"Observed",5,2,1010.633229,"Image"
"236",108,20,"Observed",16,4,576.669201,"Image"
"237",108,21,"Observed",10,3,1010.371121,"Image"
"238",108,22,"Observed",15,4,643.22822,"Image"
"239",108,23,"Observed",8,2,627.20325,"Image"
"240",108,24,"Observed",14,4,610.29112,"Image"
"241",108,25,"Observed",15,4,710.028311,"Image"
"242",108,26,"Observed",13,4,860.08519,"Image"
"243",108,27,"Observed",10,3,1343.643352,"Image"
"244",108,28,"Observed",17,5,1043.182676,"Image"
"245",108,29,"Observed",7,2,843.855542,"Image"
"246",108,30,"Observed",21,6,743.005478,"Image"
"247",108,31,"Observed",8,2,977.241698,"Image"
"248",108,32,"Observed",5,2,1094.072324,"Image"
"249",108,33,"Observed",22,6,893.173544,"Image"
"250",108,34,"Observed",10,3,660.346363,"Image"
"251",108,35,"Observed",23,6,809.341789,"Image"
"252",108,36,"Observed",2,1,527.667064,"Image"
"253",108,37,"Observed",3,1,644.17715,"Image"
"254",108,38,"Observed",24,6,742.678261,"Image"
"255",108,39,"Observed",4,1,NA,"Image"
"256",108,40,"Observed",16,4,676.622756,"Image"
"257",108,41,"Observed",1,1,844.209137,"Image"
"258",108,42,"Observed",4,1,1194.082641,"Image"
"259",108,43,"Observed",24,6,926.115653,"Image"
"260",108,44,"Observed",20,5,692.959584,"Image"
"261",108,45,"Observed",7,2,510.606684,"Image"
"262",108,46,"Observed",19,5,726.391183,"Image"
"263",108,47,"Observed",11,3,NA,"Image"
"264",108,48,"Observed",18,5,693.105497,"Image"
"265",108,49,"Observed",8,2,510.541909,"Image"
"266",108,50,"Observed",17,5,709.808608,"Image"
"267",108,51,"Observed",11,3,543.562148,"Image"
"268",108,52,"Observed",13,4,943.537974,"Image"
"269",108,53,"Observed",4,1,760.999763,"Image"
"270",108,54,"Observed",19,5,1176.378178,"Image"
"271",108,55,"Observed",2,1,877.580635,"Image"
"272",108,56,"Observed",16,4,510.252088,"Image"
"273",110,1,"Observed",1,1,NA,"Image"
"274",110,2,"Observed",2,1,509.867106,"Image"
"275",110,3,"Observed",1,1,511.144256,"Image"
"276",110,4,"Observed",2,1,511.035406,"Image"
"277",110,5,"Observed",3,1,510.961615,"Image"
"278",110,6,"Observed",4,1,510.801679,"Image"
"279",110,7,"Observed",4,1,527.475408,"Image"
"280",110,8,"Observed",8,2,510.457433,"Image"
"281",110,9,"Observed",3,1,510.919544,"Image"
"282",110,10,"Observed",6,2,527.409297,"Image"
"283",110,11,"Observed",5,2,510.835069,"Image"
"284",110,12,"Observed",3,1,527.558548,"Image"
"285",110,13,"Observed",7,2,527.218642,"Image"
"286",110,14,"Observed",11,3,510.27546,"Image"
"287",110,15,"Observed",6,2,510.647754,"Image"
"288",110,16,"Observed",10,3,NA,"Image"
"289",110,17,"Observed",10,3,510.428718,"Image"
"290",110,18,"Observed",11,3,527.030659,"Image"
"291",110,19,"Observed",12,3,526.909121,"Image"
"292",110,20,"Observed",9,3,527.248025,"Image"
"293",110,21,"Observed",9,3,510.464779,"Image"
"294",110,22,"Observed",6,2,510.750593,"Image"
"295",110,23,"Observed",13,4,510.309851,"Image"
"296",110,24,"Observed",12,3,526.908454,"Image"
"297",110,25,"Observed",14,4,510.142236,"Image"
"298",110,26,"Observed",15,4,510.072118,"Image"
"299",110,27,"Observed",16,4,526.665044,"Image"
"300",110,28,"Observed",20,5,509.746904,"Image"
"301",110,29,"Observed",19,5,509.910513,"Image"
"302",110,30,"Observed",15,4,526.792258,"Image"
"303",110,31,"Observed",7,2,527.281749,"Image"
"304",110,32,"Observed",19,5,526.507111,"Image"
"305",110,33,"Observed",18,5,509.799993,"Image"
"306",110,34,"Observed",16,4,509.95225,"Image"
"307",110,35,"Observed",20,5,509.847073,"Image"
"308",110,36,"Observed",17,5,510.078462,"Image"
"309",110,37,"Observed",24,6,509.479788,"Image"
"310",110,38,"Observed",20,5,526.463371,"Image"
"311",110,39,"Observed",23,6,509.757255,"Image"
"312",110,40,"Observed",14,4,526.739503,"Image"
"313",110,41,"Observed",22,6,526.233985,"Image"
"314",110,42,"Observed",17,5,526.574558,"Image"
"315",110,43,"Observed",15,4,510.05943,"Image"
"316",112,1,"Observed",1,1,NA,"Image"
"317",112,2,"Observed",2,1,516.769835,"Image"
"318",112,3,"Observed",5,2,521.532549,"Image"
"319",112,4,"Observed",6,2,1220.141299,"Image"
"320",112,5,"Observed",7,2,511.29592,"Image"
"321",112,6,"Observed",8,2,591.530155,"Image"
"322",112,7,"Observed",11,3,511.094246,"Image"
"323",112,8,"Observed",10,3,508.510881,"Image"
"324",112,9,"Observed",9,3,515.065289,"Image"
"325",112,10,"Observed",7,2,1226.198867,"Image"
"326",112,11,"Observed",13,4,515.287664,"Image"
"327",112,12,"Observed",14,4,510.941988,"Image"
"328",112,13,"Observed",6,2,550.369608,"Image"
"329",112,14,"Observed",5,2,513.199469,"Image"
"330",112,15,"Observed",14,4,517.525112,"Image"
"331",112,16,"Observed",15,4,519.785932,"Image"
"332",112,17,"Observed",1,1,513.58846,"Image"
"333",112,18,"Observed",17,5,514.204501,"Image"
"334",112,19,"Observed",18,5,NA,"Image"
"335",112,20,"Observed",13,4,513.084609,"Image"
"336",112,21,"Observed",18,5,521.965281,"Image"
"337",112,22,"Observed",19,5,533.352855,"Image"
"338",112,23,"Observed",21,6,556.935702,"Image"
"339",112,24,"Observed",16,4,511.677231,"Image"
"340",112,25,"Observed",6,2,518.487404,"Image"
"341",112,26,"Observed",12,3,514.497997,"Image"
"342",112,27,"Observed",24,6,508.183327,"Image"
"343",112,28,"Observed",23,6,511.352014,"Image"
"344",112,29,"Observed",20,5,522.52723,"Image"
"345",112,30,"Observed",10,3,521.329874,"Image"
"346",112,31,"Observed",22,6,651.914852,"Image"
"347",112,32,"Observed",11,3,677.995587,"Image"
"348",112,33,"Observed",20,5,509.745967,"Image"
"349",112,34,"Observed",21,6,520.63303,"Image"
"350",112,35,"Observed",4,1,512.609472,"Image"
"351",112,36,"Observed",4,1,515.210868,"Image"
"352",112,37,"Observed",23,6,509.886204,"Image"
"353",112,38,"Observed",22,6,1073.83676,"Image"
"354",112,39,"Observed",3,1,508.070136,"Image"
"355",112,40,"Observed",4,1,519.178572,"Image"
"356",112,41,"Observed",23,6,849.776172,"Image"
"357",112,42,"Observed",19,5,512.035837,"Image"
"358",112,43,"Observed",23,6,559.119058,"Image"
"359",112,44,"Observed",12,3,507.493495,"Image"
"360",112,45,"Observed",21,6,1019.551369,"Image"
"361",112,46,"Observed",8,2,518.394247,"Image"
"362",112,47,"Observed",12,3,NA,"Image"
"363",112,48,"Observed",17,5,545.223246,"Image"
"364",112,49,"Observed",21,6,524.807416,"Image"
"365",112,50,"Observed",10,3,515.010196,"Image"
"366",112,51,"Observed",2,1,NA,"Image"
"367",112,52,"Observed",3,1,508.522901,"Image"
"368",112,53,"Observed",10,3,551.721559,"Image"
"369",112,54,"Observed",4,1,512.598788,"Image"
"370",112,55,"Observed",2,1,514.923716,"Image"
"371",112,56,"Observed",22,6,714.802111,"Image"
"372",112,57,"Observed",2,1,517.443641,"Image"
"373",112,58,"Observed",4,1,511.377391,"Image"
"374",114,1,"Observed",3,1,NA,"Image"
"375",114,2,"Observed",13,4,842.312895,"Image"
"376",114,3,"Observed",18,5,809.655381,"Image"
"377",114,4,"Observed",16,4,1609.858791,"Image"
"378",114,5,"Observed",13,4,1009.98988,"Image"
"379",114,6,"Observed",21,6,642.903626,"Image"
"380",114,7,"Observed",8,2,760.3474,"Image"
"381",114,8,"Observed",13,4,NA,"Image"
"382",114,9,"Observed",2,1,510.837478,"Image"
"383",114,10,"Observed",10,3,793.533808,"Image"
"384",114,11,"Observed",23,6,659.52471,"Image"
"385",114,12,"Observed",1,1,894.023268,"Image"
"386",114,13,"Observed",2,1,894.178864,"Image"
"387",114,14,"Observed",23,6,759.346709,"Image"
"388",114,15,"Observed",12,3,860.013803,"Image"
"389",114,16,"Observed",14,4,1059.881847,"Image"
"390",114,17,"Observed",4,1,NA,"Image"
"391",114,18,"Observed",6,2,NA,"Image"
"392",114,19,"Observed",13,4,1076.821469,"Image"
"393",114,20,"Observed",20,5,1126.120435,"Image"
"394",114,21,"Observed",22,6,1009.351134,"Image"
"395",114,22,"Observed",9,3,NA,"Image"
"396",114,23,"Observed",23,6,792.595556,"Image"
"397",114,24,"Observed",1,1,1510.662516,"Image"
"398",114,25,"Observed",2,1,1060.669511,"Image"
"399",114,26,"Observed",7,2,627.789422,"Image"
"400",114,27,"Observed",13,4,1443.235587,"Image"
"401",114,28,"Observed",8,2,2026.988268,"Image"
"402",114,29,"Observed",10,3,910.043003,"Image"
"403",114,30,"Observed",18,5,526.390424,"Image"
"404",114,31,"Observed",20,5,NA,"Image"
"405",114,32,"Observed",12,3,NA,"Image"
"406",114,33,"Observed",5,2,760.569108,"Image"
"407",114,34,"Observed",4,1,710.566287,"Image"
"408",114,35,"Observed",10,3,743.630154,"Image"
"409",114,36,"Observed",19,5,776.203525,"Image"
"410",114,37,"Observed",8,2,510.30558,"Image"
"411",114,38,"Observed",2,1,NA,"Image"
"412",114,39,"Observed",22,6,975.987761,"Image"
"413",114,40,"Observed",8,2,526.980755,"Image"
"414",114,41,"Observed",16,4,826.437404,"Image"
"415",114,42,"Observed",6,2,527.228173,"Image"
"416",114,43,"Observed",22,6,NA,"Image"
"417",114,44,"Observed",21,6,909.461687,"Image"
"418",114,45,"Observed",1,1,527.406474,"Image"
"419",114,46,"Observed",3,1,527.402802,"Image"
"420",114,47,"Observed",24,6,859.162365,"Image"
"421",114,48,"Observed",8,2,510.338302,"Image"
"422",114,49,"Observed",24,6,925.835687,"Image"
"423",114,50,"Observed",3,1,560.616255,"Image"
"424",114,51,"Observed",21,6,1092.758731,"Image"
"425",114,52,"Observed",10,3,510.268183,"Image"
"426",114,53,"Observed",15,4,593.163916,"Image"
"427",114,54,"Observed",14,4,560.085691,"Image"
"428",114,55,"Observed",16,4,643.271915,"Image"
"429",114,56,"Observed",22,6,826.099499,"Image"
"430",114,57,"Observed",9,3,676.905077,"Image"
"431",114,58,"Observed",21,6,509.563325,"Image"
"432",114,59,"Observed",3,1,610.666489,"Image"
"433",114,60,"Observed",4,1,510.135292,"Image"
"434",114,61,"Observed",23,6,592.613319,"Image"
"435",114,62,"Observed",14,4,509.873516,"Image"
"436",114,63,"Observed",11,3,660.151102,"Image"
"437",114,64,"Observed",9,3,543.498665,"Image"
"438",114,65,"Observed",11,3,526.896279,"Image"
"439",114,66,"Observed",14,4,759.957742,"Image"
"440",114,67,"Observed",9,3,510.321273,"Image"
"441",114,68,"Observed",2,1,594.149248,"Image"
"442",114,69,"Observed",16,4,876.323695,"Image"
"443",114,70,"Observed",22,6,509.371001,"Image"
"444",114,71,"Observed",1,1,710.813037,"Image"
"445",114,72,"Observed",17,5,510.218432,"Image"
"446",114,73,"Observed",2,1,843.989394,"Image"
"447",114,74,"Observed",1,1,510.979385,"Image"
"448",114,75,"Observed",21,6,526.221138,"Image"
"449",114,76,"Observed",3,1,510.696908,"Image"
"450",114,77,"Observed",11,3,1060.122253,"Image"
"451",114,78,"Observed",22,6,1092.631516,"Image"
"452",114,79,"Observed",11,3,526.95037,"Image"
"453",114,80,"Observed",17,5,759.902649,"Image"
"454",114,81,"Observed",2,1,1077.535676,"Image"
"455",114,82,"Observed",1,1,510.88389,"Image"
"456",114,83,"Observed",3,1,510.757343,"Image"
"457",114,84,"Observed",23,6,509.382019,"Image"
"458",114,85,"Observed",3,1,1343.993234,"Image"
"459",114,86,"Observed",16,4,526.336333,"Image"
"460",114,87,"Observed",3,1,510.739646,"Image"
"461",114,88,"Observed",4,1,527.272915,"Image"
"462",114,89,"Observed",1,1,527.566411,"Image"
"463",114,90,"Observed",2,1,510.899249,"Image"
"464",114,91,"Observed",19,5,692.913793,"Image"
"465",114,92,"Observed",11,3,510.209417,"Image"
"466",114,93,"Observed",17,5,759.747053,"Image"
"467",114,94,"Observed",23,6,509.302552,"Image"
"468",114,95,"Observed",11,3,526.80212,"Image"
"469",114,96,"Observed",6,2,527.236187,"Image"
"470",114,97,"Observed",2,1,510.671197,"Image"
"471",114,98,"Observed",11,3,526.830501,"Image"
"472",114,99,"Observed",22,6,526.385082,"Image"
"473",114,100,"Observed",22,6,509.558651,"Image"
"474",114,101,"Observed",17,5,593.069757,"Image"
"475",114,102,"Observed",21,6,526.063205,"Image"
"476",114,103,"Observed",11,3,526.837513,"Image"
"477",114,104,"Observed",19,5,526.31463,"Image"
"478",114,105,"Observed",22,6,509.479517,"Image"
"479",114,106,"Observed",23,6,509.408731,"Image"
"480",116,1,"Observed",1,1,NA,"Image"
"481",116,2,"Observed",2,1,NA,"Image"
"482",116,3,"Observed",3,1,1009.507608,"Image"
"483",116,4,"Observed",4,1,626.312451,"Image"
"484",116,5,"Observed",8,2,509.916961,"Image"
"485",116,6,"Observed",4,1,1243.09125,"Image"
"486",116,7,"Observed",6,2,559.55285,"Image"
"487",116,8,"Observed",5,2,543.097594,"Image"
"488",116,9,"Observed",8,2,526.828983,"Image"
"489",116,10,"Observed",9,3,693.355526,"Image"
"490",116,11,"Observed",10,3,626.812956,"Image"
"491",116,12,"Observed",11,3,776.839835,"Image"
"492",116,13,"Observed",12,3,NA,"Image"
"493",116,14,"Observed",13,4,810.327983,"Image"
"494",116,15,"Observed",14,4,NA,"Image"
"495",116,16,"Observed",10,3,626.746178,"Image"
"496",116,17,"Observed",9,3,526.688414,"Image"
"497",116,18,"Observed",14,4,510.412458,"Image"
"498",116,19,"Observed",17,5,910.531324,"Image"
"499",116,20,"Observed",12,3,776.968718,"Image"
"500",116,21,"Observed",11,3,626.843007,"Image"
"501",116,22,"Observed",10,3,760.162205,"Image"
"502",116,23,"Observed",10,3,560.167548,"Image"
"503",116,24,"Observed",17,5,660.498102,"Image"
"504",116,25,"Observed",18,5,743.922644,"Image"
"505",116,26,"Observed",4,1,1659.655355,"Image"
"506",116,27,"Observed",19,5,627.452696,"Image"
"507",116,28,"Observed",3,1,559.642668,"Image"
"508",116,29,"Observed",20,5,627.41363,"Image"
"509",116,30,"Observed",24,6,NA,"Image"
"510",116,31,"Observed",6,2,NA,"Image"
"511",116,32,"Observed",23,6,644.278908,"Image"
"512",116,33,"Observed",7,2,576.692254,"Image"
"513",116,34,"Observed",7,2,593.33015,"Image"
"514",116,35,"Observed",15,4,543.72164,"Image"
"515",116,36,"Observed",16,4,527.211959,"Image"
"516",116,37,"Observed",21,6,610.742011,"Image"
"517",116,38,"Observed",22,6,560.939175,"Image"
"518",116,39,"Observed",20,5,1294.068388,"Image"
"519",116,40,"Observed",22,6,527.663048,"Image"
"520",116,41,"Observed",23,6,594.242346,"Image"
"521",116,42,"Observed",21,6,510.988758,"Image"
"522",116,43,"Observed",7,2,576.591752,"Image"
"523",116,44,"Observed",13,4,526.97189,"Image"
"524",116,45,"Observed",15,4,527.19493,"Image"
"525",116,46,"Observed",16,4,510.600106,"Image"
"526",116,47,"Observed",2,1,526.256023,"Image"
"527",116,48,"Observed",1,1,509.563368,"Image"
"528",116,49,"Observed",21,6,527.563214,"Image"
"529",116,50,"Observed",1,1,526.222299,"Image"
"530",116,51,"Observed",23,6,594.289425,"Image"
"531",116,52,"Observed",7,2,509.980734,"Image"
"532",116,53,"Observed",12,3,527.086415,"Image"
"533",116,54,"Observed",12,3,510.252523,"Image"
"534",116,55,"Observed",21,6,1343.8966,"Image"
"535",116,56,"Observed",7,2,509.936994,"Image"
"536",118,1,"Observed",4,1,NA,"Image"
"537",118,2,"Observed",7,2,542.878331,"Image"
"538",118,3,"Observed",12,3,NA,"Image"
